#BEAL_EPS1_eV	BEAL_EPS1
1.004027632607639	14.1450208921768
1.053395504398339	14.28073584340345
1.111671837668625	14.59493162286248
1.159190635015563	14.86405995991304
1.208638743376155	15.22230026290146
1.248823128193518	15.62471412029349
1.294066855776533	16.16092495829662
1.336866046750565	16.74156391461631
1.380964219998304	17.41131483355349
1.409397392226388	18.12511144473219
1.447156243962727	18.79460780473698
1.485989234797445	19.4195470105704
1.521089282441777	20.17802747103057
1.538916490156	20.57954627502597
1.557018293929286	20.93650851252647
1.570601798852339	21.29334288620468
1.589277361131114	21.51663600857652
1.59648674671082	19.91273624392326
1.596419422477374	19.95729222606209
1.604134803417778	18.04149766797698
1.606165550893182	16.70480651669051
1.626841169802292	15.90330445324023
1.657515754764082	15.23572606717136
1.698528584723974	14.83574163900432
1.749729826506528	15.23802763257408
1.802550516512743	15.59575764400501
1.85123255187158	16.04247175589133
1.906795723152661	16.57842569587758
1.946383729829539	17.11399720978881
1.986961224241715	17.56045559071022
2.034752306370366	17.87337272032525
2.084659695921381	17.69617054027669
2.117230464109806	17.20669055636517
2.156878594655439	16.67278128542495
2.190669924885185	16.13874414734208
2.238510384898807	15.5604067580853
2.287202679686849	15.07118250181833
2.308129517517563	14.9824529636157
2.335870305630694	15.07207755521497
2.392154534856574	15.34043870601153
2.43489628744168	15.69765608680049
2.471271122555597	15.92107766067104
2.516169348885787	15.96640083238423
2.562315278547998	15.83349890350959
2.593986251213899	15.56667213518211
2.626269977544326	15.21073339925661
2.675224944878707	14.7659372613062
2.73330142824467	14.32126898717806
2.792402948887982	13.96571267400723
2.844574673128646	13.47636055391798
2.880341730685153	12.9867527061842
2.942746764835579	12.58664041087453
2.997853853965811	12.0527311399343
3.036188347018005	11.34034104408205
3.084275850451884	10.62807997744386
3.151897205647595	9.96062828980547
3.201412272256021	9.382035169583778
3.300978023612998	8.804081371793814
3.424466571913123	8.137271344011456
3.50890407889192	7.826400048834238
3.595120338824255	7.604640717934685
3.672547568541531	7.338197544394387
3.751167132343658	7.205424648054168
3.807687692900643	7.295175941404282
3.888052327582848	7.474297257460189
3.97011375831623	7.653416242732511
4.042243062321185	7.698739414445707
4.1413891791327	7.52153840310929
4.230937438516451	7.165983258650607
4.309985956468534	6.676629969849212
4.443467483485232	6.232344125116465
4.538781812302483	6.055015246637414
4.609695482577412	5.565534090693383
4.696216581224881	4.987068837614325
4.784765167640894	4.319491620257605
4.889875190416639	3.607483950480382
4.996450546167963	3.073702540042067
5.089372213240829	2.673463552942641
